City,State,Total Sales,Latitude,Longitude
cruzeiro do sul,AC,261,-7.62629018442857,-72.66882069699508
igarata,SP,260,-23.20459492996264,-46.15399758125831
pedreiras,MA,260,-4.572816882085379,-44.59891819390503
peixoto de azevedo,MT,260,-10.241626666770834,-54.98186691594658
itabela,BA,260,-16.576951006737886,-39.559278108047735
diamantino,MT,259,-14.393547173712024,-56.431779714552896
cachoeira de minas,MG,258,-22.35618006847484,-45.78270926829074
lagoa dourada,MG,258,-20.918837088045514,-44.06839073133941
sao lourenco da mata,PE,257,-7.998945850569244,-35.03498671500809
cocal do sul,SC,256,-28.598350790692376,-49.324864480396
reserva,PR,256,-24.65237150419362,-50.84963587577826
vila rica,MT,256,-10.014179375935276,-51.11925749124172
ribeirao do pinhal,PR,255,-23.409267624108885,-50.35774494903985
avanhandava,SP,252,-21.460683894370888,-49.947291141130364
barcarena,PA,252,-1.5104342556109351,-48.6275786167096
tabatinga,SP,252,-21.73706334787352,-48.68756876841966
catende,PE,252,-8.664875477141445,-35.72647685307263
sao benedito,CE,252,-4.0454239081581616,-40.86546631900111
eldorado,SP,252,-24.52273246662843,-48.10862545253956
pombal,PB,252,-6.767897014057252,-37.79610537007395
camapua,MS,252,-19.535436051076136,-54.04235699384736
peabiru,PR,252,-23.916494980585718,-52.34486384784392
vila muriqui,RJ,252,-22.921031974470065,-43.91569697085726
trancoso,BA,252,-16.584493691472197,-39.12915003171748
nova bassano,RS,250,-28.732563503784746,-51.70389376396033
orindiuva,SP,250,-20.185242137577372,-49.35284863101671
monte azul,MG,250,-15.152353875909698,-42.8709461813263
santa isabel do para,PA,249,-1.3008606754776744,-48.154620768399525
arroio grande,RS,248,-32.23560174371455,-53.07847472065035
itaguacu,ES,248,-19.791829254602618,-40.853710007279176
conceicao dos ouros,MG,248,-22.4138186696643,-45.796240249306244
itaipulandia,PR,246,-25.148443566560523,-54.30264039051029
mozarlandia,GO,246,-14.751516572412672,-50.567567131511154
riachao do jacuipe,BA,245,-11.80878957249492,-39.38229470211246
morungaba,SP,245,-22.87586133261881,-46.79349428180465
itobi,SP,245,-21.732723820869914,-46.97241843609329
chui,RS,245,-33.68988966175978,-53.45883756892429
nova prata do iguacu,PR,245,-25.634144739315754,-53.34775315436667
guarani,MG,245,-21.357535439763172,-43.04815196860724
sao jose do calcado,ES,245,-21.020105081511723,-41.65257302090829
grajau,MA,244,-5.817431752089771,-46.146111788625824
florida paulista,SP,244,-21.61450447713309,-51.17169687942884
wenceslau braz,PR,243,-23.876832776114405,-49.80216634504395
jaciara,MT,243,-15.95937534772296,-54.971007628159306
pains,MG,240,-20.37047215912016,-45.663627568975386
pirenopolis,GO,240,-15.862706613309859,-48.97016865401403
prado,BA,240,-17.32709108411103,-39.224734164408325
gandu,BA,240,-13.744773850857936,-39.48653272690365
irapuru,SP,240,-21.567825393362526,-51.351517497064755
fervedouro,MG,240,-20.725281007226133,-42.30742822186498
sao ludgero,SC,240,-28.329441277121372,-49.17649179464339
papagaios,MG,240,-19.446783114553902,-44.746871757867574
buriticupu,MA,240,-4.316653440357771,-46.458779264845255
coribe,BA,240,-13.82636769411824,-44.455369997618625
ilha comprida,SP,237,-24.745564831787046,-47.5537962263978
barreirinhas,MA,236,-2.7579807326258368,-42.832358897857524
tailandia,PA,236,-2.940913205007058,-48.948021148583955
barra do ribeiro,RS,235,-30.298503897866006,-51.30909128880633
candido de abreu,PR,235,-24.572087023229347,-51.33590650998
esplanada,BA,235,-11.7967129374391,-37.94786518420032
santo antonio do amparo,MG,235,-20.899756052204506,-44.89317318494407
quixada,CE,235,-4.9689976742126145,-39.01650438900714
abelardo luz,SC,235,-26.567291358539713,-52.327702806831155
bofete,SP,234,-23.109250411090414,-48.26253534559851
nova trento,SC,234,-27.284123947671503,-48.931684495856345
benedito novo,SC,234,-26.782478490647716,-49.37767694729162
sao jose do egito,PE,232,-7.540904285110941,-37.38782170334732
morada nova de minas,MG,232,-18.60571391416014,-45.352791163466584
nova russas,CE,231,-4.70886021594613,-40.556770127726274
paramirim,BA,231,-13.452902760644863,-42.238510518298455
cacoal,RO,231,-11.431272628475728,-61.452768362135494
cunha pora,SC,230,-26.891789834035563,-53.17175011562608
araguatins,TO,230,-5.650552655953402,-48.1207008125323
sao sebastiao do passe,BA,228,-12.494698439653328,-38.835245592040884
mirante do paranapanema,SP,228,-22.293707285667487,-51.91028185724091
sao bento do una,PE,228,-8.522592532523882,-36.445291899776294
quatigua,PR,225,-23.568347819083534,-49.91368766210688
aguas lindas de goias,GO,225,-15.636688165118297,-48.22591016652841
rio bananal,ES,225,-19.26393503125336,-40.324090121066554
colinas do tocantins,TO,225,-8.058048139630563,-48.47907983705495
sao joao dos patos,MA,224,-6.4976392765348,-43.70038089515526
pinhalao,PR,224,-23.789783841538036,-50.058605709901606
simao dias,SE,224,-10.740265398910598,-37.80769159711241
sao joao do piaui,PI,224,-8.134440739306722,-42.25169039270547
inconfidentes,MG,224,-22.31919317959134,-46.326570749887665
teixeiras,MG,224,-20.65369341107814,-42.855410573651454
itajuipe,BA,222,-14.674967521755457,-39.37679579116501
conquista,MG,222,-19.932442561455698,-47.55283005574778
esperanca,PB,222,-7.018639016635909,-35.859289530890415
tabira,PE,220,-7.590018376460431,-37.53973813887404
muqui,ES,220,-20.951432735910483,-41.342105694944046
matipo,MG,220,-20.295724625216813,-42.344614678644916
carapebus,RJ,220,-22.191633805563114,-41.65936615252318
alto do rodrigues,RN,220,-5.293961047709106,-36.759672001030786
itapaci,GO,220,-14.95786192333971,-49.54893101376254
araujos,MG,220,-19.94431477658284,-45.16627469886949
claudia,MT,216,-11.50424783555679,-54.87589497995396
japura,PR,216,-23.471936210301262,-52.55552269435194
quintana,SP,216,-22.06949377314427,-50.303983055779376
nazare,BA,216,-13.025324046636579,-39.013374544226515
piranhas,GO,216,-16.431841746136737,-51.81816134393013
mato verde,MG,216,-15.392728908835407,-42.86047016393307
macaiba,RN,215,-5.856621101354401,-35.351197816985476
roseira,SP,215,-22.898907392579382,-45.30399534806919
massaranduba,SC,215,-26.60877921690227,-49.000830281288955
garuva,SC,215,-26.034726689531055,-48.853641645208974
campestre,MG,210,-21.710827550983815,-46.246751118896505
custodia,PE,210,-8.08938783994143,-37.644476630260755
altos,PI,210,-5.037909406399695,-42.45959782560119
perdigao,MG,210,-19.987272016939677,-45.05676195514698
canapolis,MG,210,-18.723802875634,-49.19898140803894
jardim,MS,210,-21.480457348383105,-56.149233371443
cocal,PI,210,-3.470319116637818,-41.55467749467733
sao jose da barra,MG,210,-20.716282431298488,-46.316066506853296
casa nova,BA,210,-9.179311475008912,-40.97942536734148
salto do jacui,RS,210,-29.089686966166166,-53.21501214064211
juruaia,MG,210,-21.25301286516249,-46.57890691216985
campo do meio,MG,208,-21.109665382648636,-45.82946859543376
pocoes,BA,208,-14.528106024596864,-40.36800526171814
nova santa rosa,PR,208,-24.46264331341248,-53.9558342429806
alto boa vista,MT,207,-11.680018858777789,-51.377205385413056
ibirarema,SP,205,-22.813859885815408,-50.0726305799216
buenopolis,MG,205,-17.875059649607266,-44.16951085733801
piratuba,SC,205,-27.421294168891233,-51.77586372707809
santa cruz,RN,204,-6.22856094255993,-36.02084410797314
alexania,GO,204,-16.08352133333934,-48.5055298398486
lajinha,MG,204,-20.147113089318264,-41.61620661362985
araci,BA,204,-11.335592289566488,-38.96193865126969
capela do alto,SP,204,-23.476900722788834,-47.73869781696906
chapada dos guimaraes,MT,204,-15.447180272947609,-55.73881502860273
catanduvas,SC,204,-27.06953596719658,-51.66115317095361
capanema,PA,203,-1.1920851382772777,-47.178178286227876
santa terezinha de itaipu,PR,201,-25.442209106905345,-54.402265360709826
tarumirim,MG,200,-19.285516036324942,-42.00390751789132
pauliceia,SP,200,-21.312255844330174,-51.83565755059152
sabinopolis,MG,200,-18.668031111402264,-43.082012503618834
granja,CE,200,-3.1312053542004783,-40.84448568790211
toritama,PE,200,-8.005940973406382,-36.05850271573905
arceburgo,MG,200,-21.364023098913517,-46.939742047070325
santo antonio do descoberto,GO,200,-15.95838871731607,-48.27378877559454
barreiros,PE,200,-8.814368253769993,-35.19723982194832
piedade de caratinga,MG,200,-19.76039946364148,-42.07563229185732
rio piracicaba,MG,200,-19.92886883459062,-43.16346653350947
conceicao do castelo,ES,200,-20.35910741681785,-41.248844218978284
ubajara,CE,200,-3.849478645520175,-40.917844885369476
guaraniacu,PR,200,-25.100587242945846,-52.86883619149957
itapura,SP,198,-20.642940852244564,-51.50728175666696
jacinto machado,SC,196,-28.998236327827108,-49.761058437941706
formosa do rio preto,BA,196,-11.033737883500095,-45.21290332448183
pecanha,MG,196,-18.545756641274615,-42.56088589461711
ascurra,SC,196,-26.957458058691884,-49.37616396241191
terra boa,PR,196,-23.77076250022671,-52.44779388407056
cacule,BA,196,-14.501526067953598,-42.22304147642708
fernando prestes,SP,196,-21.267084579820693,-48.68662501644836
bonito,PE,195,-8.471947538937775,-35.73175413670716
sao tiago,MG,195,-20.913945117512238,-44.51189977211429
tres fronteiras,SP,195,-20.235517523569627,-50.889657178453696
luz,MG,192,-19.794341799860074,-45.68201889687068
alcinopolis,MS,192,-18.325833915357514,-53.71004660840088
mario campos,MG,192,-20.05771484657499,-44.1780239514845
jijoca de jericoacoara,CE,192,-2.872936296221876,-40.4706731472009
balneario arroio do silva,SC,192,-28.98644794358222,-49.417389233751386
santo antonio do sudoeste,PR,192,-26.029222632496396,-53.67686714795255
paraiso do norte,PR,192,-23.28372025510544,-52.60430984392667
japuiba,RJ,192,-22.563909449530172,-42.695343190467526
itarana,ES,192,-19.876439038901783,-40.874579158192724
belo jardim,PE,192,-8.334335980903399,-36.42255917851336
riacho de santana,BA,190,-13.611724396959039,-42.93668733263667
santa maria de itabira,MG,190,-19.428249593855664,-43.44837933200773
sete barras,SP,190,-24.385498737257013,-47.928158445101595
lago da pedra,MA,190,-4.565113413635814,-45.129454927758125
sao miguel,RN,190,-6.211356252841093,-38.49610939410464
altonia,PR,189,-23.872060775805718,-53.89361075714783
hidrolandia,CE,189,-4.408783492525231,-40.40349962376627
iconha,ES,188,-20.788572912417976,-40.81401545940601
chopinzinho,PR,188,-25.854474777830944,-52.530101366725184
trindade,PE,188,-7.760827600002405,-40.26834373840049
sao sebastiao da grama,SP,188,-21.710976595801476,-46.82088325441219
fatima do sul,MS,188,-22.378305558198264,-54.5089241973046
dias d avila,BA,187,-12.613335402339558,-38.30095545324636
santa rita de caldas,MG,186,-22.034147717678366,-46.332530572529926
rio das flores,RJ,186,-22.168053399581428,-43.58356271270349
arapora,MG,186,-18.433444551994725,-49.18570134294064
miguel calmon,BA,186,-11.429867463098436,-40.597147441801575
palmeira d'oeste,SP,185,-20.41581785700051,-50.76235434159979
joviania,GO,185,-17.805713013337996,-49.62165629586087
eugenopolis,MG,185,-21.097921841561774,-42.18404740997158
paraiso,SP,185,-21.019361504641193,-48.77459729995214
sao miguel do guama,PA,185,-1.6123205400382998,-47.48498428868582
bela cruz,CE,184,-3.0560327591091387,-40.171866658830716
urubici,SC,184,-28.000791237188217,-49.585873356754426
potiragua,BA,184,-15.632233877069174,-39.7891646395023
acu,RN,183,-5.578239532909302,-36.914934097494275
guajara-mirim,RO,183,-10.777834161013743,-65.3243520710496
jeceaba,MG,182,-20.53768599199392,-43.9830928377482
xique-xique,BA,180,-10.823081993535922,-42.726976031246195
araruna,PR,180,-23.930596381433215,-52.49965451241398
padre bernardo,GO,180,-15.169692456478934,-48.28366019887752
campinas do sul,RS,180,-27.717902301016725,-52.62415519655241
aguas de santa barbara,SP,180,-22.8772980486545,-49.239755283601376
caiaponia,GO,180,-16.95646644364806,-51.813283766444634
sao goncalo do para,MG,180,-19.985197151697,-44.8541850957833
irapua,SP,180,-21.279388401875313,-49.40913063937495
florestopolis,PR,180,-22.86653480076633,-51.3904892092059
laurentino,SC,180,-27.221346344779775,-49.73076074194028
tres barras,SC,180,-26.12313447803836,-50.31711587395385
corupa,SC,180,-26.431883532793933,-49.248355034750766
itororo,BA,180,-15.109115758536703,-40.0669165214288
conceicao do jacuipe,BA,180,-12.318715538209583,-38.774635039489745
jussara,GO,177,-15.863814408430889,-50.874384170742026
sao simao,GO,177,-18.998927474227106,-50.54899606383823
igarassu,PE,177,-7.863642489851095,-34.90737356942042
itacarambi,MG,177,-15.09719792892863,-44.099828036369786
itiuba,BA,176,-10.692589265125106,-39.853130709287136
itubera,BA,176,-13.734940832085842,-39.146822251452626
general carneiro,PR,175,-26.420873792652756,-51.315023712232744
itapeva,MG,175,-22.768642049581864,-46.22254748641584
viana,MA,175,-3.211772637049519,-45.00167360395599
cabedelo,PB,175,-7.044372222416713,-34.84759730214997
santa cruz de minas,MG,175,-21.136997432155457,-44.20335765799737
apiaca,ES,174,-21.15350103222422,-41.56758351883091
pouso redondo,SC,174,-27.257629828905564,-49.93230751995305
diamante do norte,PR,174,-22.659331042378362,-52.86367324080965
santa rita,PB,174,-7.135440790607526,-34.97871271824348
rafard,SP,174,-23.016937105708724,-47.52855001146773
caldas,MG,174,-21.91325191332625,-46.39306193237528
sao pedro do ivai,PR,174,-23.894341123343025,-51.81208992261531
sobradinho,RS,174,-29.416614869788383,-53.02626688234145
campina da lagoa,PR,174,-24.592118044437207,-52.803764148086024
paulo frontin,PR,174,-26.0433451400972,-50.828669019633836
carmo da cachoeira,MG,172,-21.461188896108524,-45.22069447893064
santa mariana,PR,172,-23.14732073192388,-50.51931767457977
mutuipe,BA,172,-13.228348268197896,-39.50629078228845
sertania,PE,172,-8.076277078202951,-37.27196203209964
arvorezinha,RS,172,-28.871521064173052,-52.180098190846316
itanhomi,MG,172,-19.170879613991996,-41.86211381180753
turvo,SC,172,-28.927379256079945,-49.67859361739853
bela vista do paraiso,PR,171,-22.993306391894116,-51.19589828093137
nova aurora,PR,171,-24.52676253740174,-53.25953426829482
abre campo,MG,170,-20.292724965211598,-42.472719793870695
serra dos aimores,MG,170,-17.784385770537554,-40.244572707981334
bueno brandao,MG,168,-22.442697042093407,-46.348731688756494
neves paulista,SP,168,-20.844205425061652,-49.63131363169896
curiuva,PR,168,-24.038078430041544,-50.456946662776296
dom feliciano,RS,168,-30.70365895663064,-52.10821904116479
valentim gentil,SP,168,-20.421915925992014,-50.082771464590536
bayeux,PB,167,-7.128592868602303,-34.91975489848887
jaguaribe,CE,165,-5.898791722741728,-38.63573066379424
gouveia,MG,165,-18.46610303339583,-43.757123216993286
queimadas,PB,165,-7.361792857612876,-35.898976596105314
rio azul,PR,165,-25.72756284942225,-50.79016852732215
humaita,AM,164,-7.516824036821865,-63.01683568521163
guara,DF,164,-15.842582940884778,-47.975808124409006
iuna,ES,164,-20.349163428125756,-41.533793169352485
sao joao do paraiso,MG,164,-15.315192229144026,-42.019103622133684
carbonita,MG,164,-17.535873501189737,-43.016459669774186
terra roxa,PR,162,-24.169311198029718,-54.09676168764472
candido godoi,RS,162,-27.94920978160943,-54.752267456405704
sao romao,MG,162,-16.366240455255642,-45.07172156581321
tenente portela,RS,162,-27.371084713306622,-53.759193022512335
firminopolis,GO,161,-16.579478592755414,-50.305735277916554
ze doca,MA,160,-3.2753742628591582,-45.65504624725553
santa quiteria,CE,160,-4.33427226689456,-40.154152655937295
vargem alta,ES,160,-20.661042249020994,-41.009737925246036
lagoa grande,MG,160,-17.839093758799322,-46.51767424652006
urucui,PI,160,-7.237625669239014,-44.555250578008184
salto veloso,SC,160,-26.906997858600725,-51.40589413196748
posto da mata,BA,160,-17.887377749337,-39.86122476399289
sirinhaem,PE,160,-8.594847940272228,-35.112608954230666
figueira,PR,160,-23.84961750931307,-50.40352878450794
canelinha,SC,160,-27.265663604167866,-48.76818754573919
paranatinga,MT,159,-14.414118682196325,-54.05454810284205
horizonte,CE,159,-4.099297206998521,-38.4938953299285
carpina,PE,158,-7.848545658331845,-35.2563705006517
piritiba,BA,156,-11.730443877682363,-40.55531049761734
orizona,GO,156,-17.03206855222376,-48.29992396945182
ribeirao,PE,156,-8.515697487152446,-35.37731384031716
nova esperanca do sul,RS,156,-29.42232294872043,-54.914974762042476
esperantina,PI,156,-3.8927516804999502,-42.23387901918812
boa viagem,CE,156,-5.124810592396404,-39.73121373681471
tucuma,PA,156,-6.7543318231484815,-51.15812549694325
clementina,SP,156,-21.560394568460254,-50.44623203444712
chapada,RS,156,-28.061046485054305,-53.066228351860424
corrente,PI,156,-10.433578062871433,-45.164334552261174
tarabai,SP,155,-22.30446971853921,-51.55885524861007
guaranta,SP,155,-21.89448708171438,-49.589072075470284
itariri,SP,155,-24.291404451121206,-47.161953275844624
saudades,SC,154,-26.925069272235174,-53.00417080217775
palmeiras de goias,GO,153,-16.806871365266243,-49.92221615130259
barra do choca,BA,153,-14.79136771405067,-40.626192086841804
mineiros do tiete,SP,153,-22.413558559591177,-48.45127221284602
ubata,BA,153,-14.213508659002056,-39.52269643125001
corbelia,PR,153,-24.79643974840067,-53.29854711087059
conceicao da barra,ES,153,-18.57590580024561,-39.73799061638047
urai,PR,153,-23.20228543211029,-50.793759543640085
rio real,BA,152,-11.485884600691856,-37.93187571915779
montalvania,MG,152,-14.417581872229523,-44.38189520192239
mundo novo,MS,152,-23.938226767114884,-54.288232985590305
sao pedro dos ferros,MG,152,-20.170567866576192,-42.52455685900612
rio novo,MG,152,-21.475604435328187,-43.12659421969261
tibagi,PR,152,-24.51514265435904,-50.41256904689168
